"Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
3.122,0.0,237.34,13.2,0.0,0.0,17.0
3.146,0.0,238.74,13.2,0.0,0.0,18.0
3.81335,0.0,238.64,13.2,0.0,0.0,17.0
3.116,0.0,237.53,13.0,0.0,0.0,18.0
3.7603,0.0,236.29,13.0,0.0,0.0,17.0
3.194,0.114,236.71,13.4,0.0,0.0,17.0
3.71385,0.148,237.24,13.6,0.0,0.0,17.0
3.6891,0.152,238.02,13.6,0.0,0.0,17.0
3.222,0.15,237.6,13.6,0.0,0.0,18.0
3.64095,0.148,236.81,13.4,0.0,0.0,17.0
3.202,0.142,236.61,13.4,0.0,0.0,17.0
3.59015,0.136,237.88,13.6,0.0,0.0,17.0
3.264,0.14,238.62,13.6,0.0,0.0,18.0
3.424,0.134,238.01,14.4,0.0,0.0,17.0
3.4924,0.136,237.52,13.4,0.0,0.0,18.0
3.226,0.138,238.07,13.6,0.0,0.0,17.0
3.46655,0.142,238.75,13.6,0.0,0.0,17.0
3.4657,0.138,238.14,13.4,0.0,0.0,18.0
3.306,0.128,236.76,14.0,0.0,0.0,17.0
3.422,0.086,236.44,14.4,0.0,0.0,17.0
3.254,0.0,236.24,13.8,0.0,0.0,17.0
2.782,0.0,236.59,11.8,0.0,0.0,17.0
3.4462,0.0,236.14,10.8,0.0,0.0,17.0
2.432,0.0,236.43,10.2,0.0,0.0,18.0
3.41665,0.0,236.0,10.2,0.0,0.0,17.0
3.4025,0.05,236.0,10.8,0.0,0.0,17.0
2.484,0.092,236.17,10.4,0.0,0.0,17.0
3.35245,0.092,236.22,10.4,0.0,0.0,17.0
2.484,0.09,235.99,10.4,0.0,0.0,17.0
2.482,0.096,235.95,10.4,0.0,0.0,17.0
2.484,0.112,236.88,10.4,0.0,0.0,17.0
3.27045,0.124,237.14,11.0,0.0,0.0,17.0
2.862,0.116,236.94,12.0,0.0,0.0,18.0
2.85,0.114,236.99,12.0,0.0,0.0,17.0
3.2444,0.074,237.33,11.8,0.0,0.0,17.0
3.24315,0.0,237.4,13.2,0.0,0.0,17.0
3.24685,0.0,236.9,13.8,0.0,0.0,18.0
3.25065,0.0,236.0,14.0,0.0,0.0,17.0
3.25565,0.0,236.12,14.0,0.0,0.0,17.0
3.038,0.0,235.86,12.8,0.0,0.0,17.0
3.25225,0.0,236.16,12.8,0.0,0.0,17.0
3.2499,0.0,236.9,12.8,0.0,0.0,17.0
4.806,0.0,234.89,21.2,0.0,0.0,17.0
5.672,0.0,233.81,24.2,0.0,0.0,17.0
4.17175,0.066,233.43,24.6,0.0,0.0,16.0
5.76,0.098,233.53,24.6,0.0,0.0,17.0
4.758,0.11,235.51,21.0,0.0,0.0,17.0
3.52175,0.12,236.34,13.2,0.0,0.0,17.0
3.52465,0.304,236.0,14.2,0.0,0.0,17.0
3.35,0.31,235.87,14.2,0.0,0.0,17.0
3.344,0.306,236.04,14.2,0.0,0.0,17.0
3.35,0.302,236.45,14.2,0.0,0.0,18.0
3.53605,0.294,235.49,14.0,0.0,0.0,17.0
3.362,0.292,235.51,14.2,0.0,0.0,17.0
3.53695,0.288,235.35,14.0,0.0,0.0,17.0
3.314,0.288,235.34,14.0,0.0,0.0,17.0
3.5413,0.288,235.88,14.0,0.0,0.0,17.0
3.338,0.288,236.59,14.0,0.0,0.0,17.0
3.5431,0.22,235.31,13.8,0.0,0.0,17.0
3.5376,0.152,234.67,13.6,0.0,0.0,17.0
3.5403,0.152,236.0,14.2,0.0,0.0,17.0
3.448,0.15,235.97,14.6,0.0,0.0,17.0
3.37,0.246,236.34,14.2,0.0,0.0,17.0
3.59885,0.252,236.48,14.0,0.0,0.0,17.0
4.3938,0.482,236.09,18.2,0.0,0.0,17.0
4.406,0.446,235.26,18.8,0.0,0.0,17.0
4.4871,0.404,235.51,18.6,0.0,0.0,17.0
4.07,0.39,236.0,17.4,0.0,0.0,17.0
4.018,0.37,235.99,17.0,0.0,0.0,17.0
2.684,0.204,235.71,11.6,0.0,0.0,17.0
3.8231,0.186,235.85,11.0,0.0,0.0,17.0
3.652,0.28,234.6,16.0,0.0,0.0,17.0
4.332,0.308,234.73,18.4,0.0,0.0,17.0
4.66995,0.292,234.41,18.0,0.0,0.0,17.0
4.124,0.262,234.75,17.6,0.0,0.0,17.0
3.97385,0.282,234.71,17.2,0.0,0.0,17.0
4.246,0.306,233.91,18.4,0.0,0.0,17.0
3.99755,0.324,235.9,14.0,0.0,0.0,17.0
3.128,0.186,235.97,13.2,0.0,1.0,17.0
4.013,0.264,235.07,16.6,0.0,2.0,17.0
4.7991,0.288,234.53,19.2,0.0,1.0,17.0
3.726,0.232,236.39,16.0,0.0,1.0,17.0
3.184,0.204,237.89,13.4,0.0,2.0,17.0
3.96535,0.318,237.84,13.8,0.0,1.0,17.0
3.9029,0.314,237.25,13.6,0.0,2.0,18.0
3.83965,0.31,236.87,13.6,0.0,1.0,17.0
3.254,0.314,237.01,13.8,0.0,1.0,17.0
3.8157,0.306,236.89,15.4,0.0,2.0,17.0
3.316,0.31,236.77,14.0,0.0,1.0,17.0
3.8207,0.308,237.0,15.0,0.0,1.0,18.0
3.8239,0.314,237.87,14.6,0.0,2.0,17.0
3.372,0.32,238.5,14.2,0.0,1.0,17.0
3.83335,0.316,237.86,15.4,0.0,1.0,18.0
3.53,0.316,237.36,14.8,0.0,2.0,17.0
3.08,0.324,237.9,13.0,0.0,1.0,17.0
3.068,0.318,238.15,12.8,0.0,1.0,18.0
3.81805,0.39,237.05,12.8,0.0,1.0,17.0
3.692,0.324,236.54,15.6,0.0,2.0,17.0
3.712,0.286,236.85,15.6,0.0,1.0,17.0
3.8513,0.288,237.31,15.6,0.0,1.0,17.0
3.736,0.286,237.36,15.8,0.0,1.0,18.0
3.688,0.198,238.09,15.4,0.0,1.0,17.0
3.684,0.174,237.78,15.4,0.0,0.0,17.0
3.88285,0.172,237.09,15.4,0.0,0.0,18.0
3.868,0.17,237.2,15.4,0.0,0.0,17.0
3.652,0.168,236.94,15.4,0.0,0.0,17.0
3.61,0.166,235.99,15.2,0.0,0.0,17.0
3.592,0.166,235.66,15.2,0.0,0.0,17.0
3.8078,0.176,235.13,15.2,0.0,0.0,17.0
3.83165,0.182,236.46,15.4,0.0,0.0,17.0
3.85805,0.184,237.42,15.4,0.0,0.0,18.0
3.8568,0.106,236.85,15.2,0.0,0.0,17.0
3.594,0.082,237.01,15.0,0.0,0.0,17.0
0.90625,0.276,239.94,6.8,0.0,2.0,0.0
1.936,0.418,239.82,8.4,0.0,1.0,0.0
1.55,0.282,239.98,6.4,0.0,1.0,0.0
1.556,0.274,240.08,6.6,0.0,1.0,0.0
1.58,0.276,240.65,6.6,0.0,2.0,0.0
1.622,0.272,240.12,6.8,0.0,1.0,0.0
1.0998,0.274,240.02,6.2,0.0,1.0,0.0
1.414,0.246,239.88,6.0,0.0,1.0,0.0
1.16025,0.14,239.77,7.0,0.0,2.0,0.0
1.1979,0.138,239.4,7.8,0.0,1.0,0.0
1.23475,0.132,238.31,7.8,0.0,1.0,0.0
1.846,0.11,238.75,7.8,0.0,1.0,0.0
1.79,0.0,239.02,7.6,0.0,0.0,0.0
1.784,0.0,237.97,7.6,0.0,0.0,0.0
1.3728,0.0,237.51,7.6,0.0,0.0,0.0
1.794,0.0,238.03,7.6,0.0,0.0,0.0
1.8,0.0,238.3,7.6,0.0,0.0,0.0
1.48575,0.0,237.96,7.6,0.0,0.0,0.0
1.5241,0.0,237.86,7.8,0.0,0.0,0.0
2.11,0.0,237.09,9.0,0.0,0.0,0.0
1.61275,0.054,237.5,9.2,0.0,0.0,0.0
1.65805,0.104,237.42,9.2,0.0,0.0,0.0
2.186,0.098,237.14,9.2,0.0,0.0,0.0
1.7491,0.1,237.12,9.2,0.0,0.0,0.0
1.7947,0.1,237.24,9.2,0.0,0.0,0.0
2.184,0.102,237.15,9.2,0.0,0.0,0.0
2.19,0.102,237.7,9.2,0.0,0.0,0.0
2.18,0.1,237.15,9.2,0.0,0.0,0.0
2.15,0.078,236.38,9.2,0.0,0.0,0.0
2.102,0.0,236.92,8.8,0.0,0.0,0.0
1.94045,0.0,237.63,9.2,0.0,0.0,0.0
1.98,0.128,237.5,9.4,0.0,0.0,0.0
2.01925,0.126,237.0,9.4,0.0,0.0,0.0
2.208,0.122,236.54,9.4,0.0,0.0,0.0
2.258,0.13,237.0,9.6,0.0,0.0,0.0
2.123,0.14,238.52,8.0,0.0,0.0,0.0
1.618,0.142,238.51,6.8,0.0,0.0,0.0
1.616,0.142,238.52,6.8,0.0,0.0,0.0
2.14585,0.144,238.76,6.8,0.0,0.0,0.0
2.14625,0.14,238.31,6.8,0.0,0.0,0.0
1.606,0.14,238.02,6.8,0.0,0.0,0.0
2.13715,0.142,238.44,6.6,0.0,0.0,0.0
2.1382,0.124,238.78,6.6,0.0,0.0,0.0
1.51,0.0,238.21,6.2,0.0,0.0,0.0
2.1351,0.0,237.64,6.2,0.0,0.0,0.0
1.656,0.0,237.71,7.0,0.0,0.0,0.0
2.14095,0.0,238.21,7.0,0.0,0.0,0.0
2.1479,0.0,238.24,7.0,0.0,0.0,0.0
2.14915,0.0,239.31,7.0,0.0,0.0,0.0
1.714,0.0,239.74,7.0,0.0,0.0,0.0
2.14175,0.0,239.09,7.2,0.0,0.0,0.0
2.14015,0.0,239.39,7.4,0.0,0.0,0.0
2.13815,0.0,238.83,7.0,0.0,0.0,0.0
2.1315,0.0,238.72,6.4,0.0,0.0,0.0
1.792,0.0,238.84,7.4,0.0,0.0,0.0
1.94,0.0,238.32,8.0,0.0,0.0,0.0
1.736,0.0,238.19,7.2,0.0,0.0,0.0
2.13015,0.0,238.78,7.0,0.0,0.0,0.0
2.1272,0.0,238.36,7.0,0.0,0.0,0.0
2.1187,0.186,238.87,7.4,0.0,0.0,0.0
2.1057,0.246,238.99,6.8,0.0,0.0,0.0
1.844,0.29,238.29,7.8,0.0,0.0,0.0
2.134,0.328,238.46,9.0,0.0,0.0,0.0
2.0985,0.33,237.77,9.6,0.0,0.0,0.0
2.09675,0.332,238.06,9.0,0.0,0.0,0.0
2.0948,0.33,237.6,9.0,0.0,0.0,0.0
2.0929,0.344,239.47,9.0,0.0,0.0,0.0
2.09155,0.344,240.15,9.0,0.0,0.0,0.0
2.08715,0.29,239.79,8.4,0.0,0.0,0.0
1.47,0.172,240.3,6.2,0.0,0.0,0.0
2.055,0.17,239.87,6.2,0.0,0.0,0.0
1.66,0.152,239.28,7.0,0.0,0.0,0.0
2.02305,0.0,239.43,6.2,0.0,0.0,0.0
2.00805,0.0,238.37,6.8,0.0,0.0,0.0
1.99205,0.0,238.34,6.8,0.0,0.0,0.0
1.9845,0.0,238.75,6.8,0.0,0.0,0.0
1.98435,0.0,238.74,6.8,0.0,0.0,0.0
1.98435,0.0,238.78,6.8,0.0,0.0,0.0
1.616,0.0,238.35,6.8,0.0,0.0,0.0
1.98455,0.0,238.52,6.8,0.0,0.0,0.0
1.9798,0.0,238.79,6.0,0.0,0.0,0.0
1.478,0.0,238.55,6.2,0.0,0.0,0.0
1.97815,0.0,239.07,6.8,0.0,0.0,0.0
2.0075,0.316,236.69,12.0,0.0,0.0,0.0
2.934,0.318,236.66,12.6,0.0,0.0,0.0
2.0744,0.292,237.29,12.4,0.0,0.0,0.0
2.294,0.23,237.63,10.4,0.0,0.0,0.0
2.748,0.4,237.62,12.0,0.0,0.0,0.0
1.526,0.212,238.86,6.4,0.0,0.0,0.0
2.1251,0.338,238.82,10.0,0.0,0.0,0.0
2.15665,0.416,238.55,12.6,0.0,0.0,0.0
2.968,0.404,238.76,12.6,0.0,0.0,0.0
2.204,0.276,238.67,9.8,0.0,0.0,0.0
2.1995,0.206,239.69,6.4,0.0,0.0,0.0
2.1978,0.414,239.76,7.4,0.0,0.0,0.0
2.1919,0.424,239.56,7.2,0.0,0.0,0.0
1.636,0.374,239.48,7.0,0.0,0.0,0.0
1.468,0.256,240.09,6.2,0.0,0.0,0.0
1.46,0.252,239.52,6.2,0.0,0.0,0.0
2.1706,0.252,239.31,6.2,0.0,0.0,0.0
1.58,0.302,239.71,7.0,0.0,0.0,0.0
2.1676,0.32,238.76,8.0,0.0,0.0,0.0
2.1505,0.256,240.05,6.0,0.0,0.0,0.0
1.43,0.226,240.56,6.0,0.0,0.0,0.0
2.1109,0.16,241.21,5.8,0.0,0.0,0.0
1.388,0.16,241.32,5.8,0.0,0.0,0.0
1.31,0.052,241.1,5.4,0.0,0.0,0.0
1.302,0.0,241.8,5.4,0.0,0.0,0.0
2.0357,0.0,242.28,5.4,0.0,0.0,0.0
2.03155,0.0,242.17,5.4,0.0,0.0,0.0
2.0265,0.0,241.98,5.4,0.0,0.0,0.0
1.308,0.0,242.74,5.4,0.0,0.0,0.0
2.0128,0.0,241.58,5.4,0.0,0.0,0.0
1.336,0.0,241.17,5.6,0.0,0.0,0.0
1.32,0.0,242.01,5.4,0.0,0.0,0.0
1.99065,0.0,241.72,5.4,0.0,0.0,0.0
1.98275,0.0,241.32,5.4,0.0,0.0,0.0
1.298,0.0,241.46,5.4,0.0,0.0,0.0
1.314,0.0,241.69,5.4,0.0,0.0,0.0
1.336,0.0,241.51,5.6,0.0,0.0,0.0
1.294,0.0,240.96,5.4,0.0,0.0,0.0
2.038,0.0,241.29,8.6,0.0,0.0,10.0
2.408,0.0,240.97,10.0,0.0,0.0,19.0
2.404,0.0,241.3,10.0,0.0,0.0,18.0
2.388,0.0,241.02,9.8,0.0,0.0,18.0
1.9839,0.0,240.2,14.6,0.0,0.0,18.0
2.0043,0.0,240.41,13.2,0.0,0.0,18.0
2.388,0.0,241.99,9.8,0.0,0.0,18.0
2.0192,0.118,242.49,10.2,0.0,0.0,18.0
2.508,0.162,242.7,10.2,0.0,0.0,18.0
2.01315,0.162,242.57,10.2,0.0,0.0,18.0
2.00305,0.232,242.49,10.6,0.0,0.0,18.0
2.568,0.264,242.42,10.6,0.0,0.0,18.0
2.0375,0.264,242.42,10.6,0.0,0.0,18.0
2.05805,0.258,241.45,10.6,0.0,0.0,18.0
2.542,0.256,241.25,10.6,0.0,0.0,18.0
2.95,0.256,241.64,12.4,0.0,0.0,17.0
2.14345,0.266,242.63,11.4,0.0,0.0,18.0
2.564,0.266,242.46,10.6,0.0,0.0,18.0
3.51,0.312,242.45,14.8,0.0,0.0,18.0
2.532,0.19,242.71,10.4,0.0,0.0,18.0
2.2614,0.0,242.18,9.8,0.0,0.0,18.0
2.2849,0.0,242.06,9.8,0.0,0.0,18.0
2.3044,0.0,242.34,9.0,0.0,0.0,18.0
2.068,0.0,242.45,8.4,0.0,0.0,18.0
2.066,0.0,242.57,8.4,0.0,0.0,18.0
2.35705,0.0,242.38,8.4,0.0,0.0,18.0
2.377,0.052,243.18,8.6,0.0,0.0,18.0
2.3979,0.156,243.0,8.8,0.0,1.0,19.0
2.15,0.154,242.93,8.8,0.0,1.0,18.0
2.4402,0.156,242.93,8.8,0.0,2.0,18.0
2.158,0.158,243.62,8.8,0.0,1.0,18.0
2.48295,0.158,243.45,8.8,0.0,2.0,18.0
2.5037,0.16,243.57,8.8,0.0,1.0,18.0
2.172,0.162,243.97,8.8,0.0,1.0,18.0
2.54655,0.158,243.25,8.8,0.0,2.0,18.0
2.146,0.152,242.37,8.8,0.0,1.0,18.0
2.5892,0.156,243.06,8.8,0.0,2.0,18.0
2.164,0.16,243.68,8.8,0.0,1.0,19.0
2.158,0.156,243.36,8.8,0.0,1.0,18.0
2.65225,0.152,242.51,8.8,0.0,2.0,18.0
2.65485,0.152,242.39,8.8,0.0,1.0,18.0
2.64835,0.17,240.59,9.0,0.0,1.0,17.0
2.64375,0.276,240.5,9.2,0.0,2.0,18.0
2.228,0.282,241.32,9.2,0.0,1.0,18.0
2.226,0.282,241.4,9.2,0.0,1.0,18.0
2.232,0.286,241.95,9.2,0.0,2.0,18.0
2.296,0.282,241.79,9.6,0.0,1.0,18.0
2.274,0.282,241.74,9.4,0.0,1.0,18.0
2.264,0.278,241.24,9.4,0.0,1.0,17.0
2.316,0.348,240.02,9.8,0.0,2.0,18.0
2.56235,0.38,240.99,9.8,0.0,1.0,18.0
2.346,0.388,242.07,9.8,0.0,1.0,18.0
2.5513,0.39,242.15,9.8,0.0,1.0,18.0
2.282,0.292,241.57,9.4,0.0,1.0,18.0
2.5365,0.128,241.81,9.2,0.0,0.0,17.0
2.554,0.122,241.51,10.6,0.0,0.0,18.0
2.5231,0.122,241.53,10.8,0.0,0.0,18.0
2.424,0.128,241.92,10.0,0.0,0.0,18.0
2.49105,0.082,241.73,9.8,0.0,0.0,18.0
0.55285,0.052,241.25,1.0,0.0,0.0,0.0
0.248,0.054,241.54,1.0,0.0,0.0,0.0
0.25,0.056,242.24,1.0,0.0,0.0,0.0
0.54885,0.058,242.47,1.0,0.0,0.0,0.0
0.54885,0.164,241.62,1.6,0.0,0.0,0.0
0.54905,0.188,241.52,1.6,0.0,0.0,0.0
0.352,0.184,240.97,1.6,0.0,0.0,0.0
0.5493,0.188,241.48,1.6,0.0,0.0,0.0
0.35,0.188,241.65,1.6,0.0,0.0,0.0
0.5494,0.19,241.89,1.6,0.0,0.0,0.0
0.38,0.212,241.95,1.8,0.0,0.0,0.0
0.5493,0.296,241.92,2.2,0.0,0.0,0.0
0.424,0.3,242.51,2.2,0.0,0.0,0.0
0.5496,0.294,241.64,2.0,0.0,0.0,0.0
0.5499,0.3,242.36,2.2,0.0,0.0,0.0
0.5502,0.3,242.43,2.2,0.0,0.0,0.0
0.426,0.298,242.39,2.2,0.0,0.0,0.0
0.418,0.3,242.5,2.0,0.0,0.0,0.0
0.55225,0.296,242.07,2.0,0.0,0.0,0.0
0.5544,0.256,241.84,2.0,0.0,0.0,0.0
0.55485,0.072,241.95,1.2,0.0,0.0,0.0
0.555,0.056,241.9,1.0,0.0,0.0,0.0
0.25,0.058,242.12,1.0,0.0,0.0,0.0
0.25,0.058,242.28,1.2,0.0,0.0,0.0
0.296,0.102,242.18,1.4,0.0,0.0,0.0
0.55885,0.184,242.5,1.6,0.0,1.0,0.0
0.334,0.184,242.55,1.6,0.0,1.0,0.0
0.56335,0.188,243.29,1.6,0.0,2.0,0.0
0.338,0.194,244.33,1.6,0.0,1.0,0.0
0.56825,0.198,244.83,1.6,0.0,1.0,0.0
0.5708,0.196,244.47,1.6,0.0,2.0,0.0
0.5733,0.188,243.4,1.6,0.0,1.0,0.0
0.346,0.194,244.33,1.6,0.0,2.0,0.0
0.57825,0.198,244.85,1.6,0.0,1.0,0.0
0.5806,0.192,244.02,1.6,0.0,1.0,0.0
0.342,0.19,243.84,1.6,0.0,2.0,0.0
0.5852,0.188,243.35,1.6,0.0,1.0,0.0
0.334,0.186,243.19,1.6,0.0,1.0,0.0
0.58945,0.182,242.64,1.6,0.0,2.0,0.0
0.33,0.182,242.71,1.6,0.0,1.0,0.0
0.59355,0.182,242.73,1.6,0.0,1.0,0.0
0.59555,0.182,242.49,1.6,0.0,2.0,0.0
0.5975,0.184,242.72,1.6,0.0,1.0,0.0
0.328,0.186,243.23,1.6,0.0,1.0,0.0
0.334,0.192,244.08,1.6,0.0,2.0,0.0
0.5991,0.21,243.78,1.8,0.0,1.0,0.0
0.442,0.322,242.78,2.2,0.0,1.0,0.0
0.60345,0.314,241.73,2.2,0.0,1.0,0.0
0.432,0.314,241.78,2.2,0.0,1.0,0.0
0.428,0.31,241.09,2.2,0.0,2.0,0.0
0.6093,0.324,240.8,2.4,0.0,1.0,0.0
0.6108,0.384,240.35,2.6,0.0,1.0,0.0
0.6109,0.286,240.47,2.2,0.0,0.0,0.0
0.61105,0.292,241.3,2.2,0.0,0.0,0.0
0.61095,0.294,241.59,2.2,0.0,0.0,0.0
0.61075,0.302,242.68,2.2,0.0,0.0,0.0
0.61055,0.298,242.2,2.0,0.0,0.0,0.0
0.6104,0.292,241.14,2.0,0.0,0.0,0.0
0.41,0.288,240.69,2.0,0.0,0.0,0.0
0.61025,0.248,241.66,1.8,0.0,0.0,0.0
0.348,0.19,241.36,1.6,0.0,0.0,0.0
0.3,0.124,241.84,1.4,0.0,0.0,0.0
0.61385,0.058,241.94,1.2,0.0,0.0,0.0
0.614,0.06,242.63,1.2,0.0,0.0,0.0
0.613,0.06,242.46,1.2,0.0,0.0,0.0
0.61105,0.06,242.52,1.2,0.0,0.0,0.0
0.254,0.056,241.74,1.2,0.0,0.0,0.0
0.254,0.056,241.81,1.2,0.0,0.0,0.0
0.6049,0.052,240.93,1.2,0.0,0.0,0.0
0.60245,0.048,240.57,1.0,0.0,0.0,0.0
0.242,0.046,239.53,1.0,0.0,0.0,0.0
0.242,0.0,239.23,1.0,0.0,0.0,0.0
0.59475,0.046,239.9,1.0,0.0,0.0,0.0
0.244,0.046,239.98,1.0,0.0,0.0,0.0
0.25,0.048,240.24,1.0,0.0,0.0,0.0
0.252,0.05,240.59,1.2,0.0,0.0,0.0
0.5853,0.05,240.34,1.0,0.0,0.0,0.0
0.5832,0.048,239.87,1.0,0.0,0.0,0.0
0.25,0.046,239.8,1.0,0.0,0.0,0.0
0.57915,0.048,240.33,1.0,0.0,0.0,0.0
0.57725,0.054,241.58,1.2,0.0,0.0,0.0
0.5754,0.054,241.82,1.2,0.0,0.0,0.0
0.57355,0.056,242.25,1.2,0.0,0.0,0.0
0.5715,0.054,241.83,1.0,0.0,0.0,0.0
0.246,0.052,241.57,1.0,0.0,0.0,0.0
0.5664,0.054,241.6,1.0,0.0,0.0,0.0
0.246,0.05,240.92,1.0,0.0,0.0,0.0
0.55845,0.118,240.11,1.6,0.0,0.0,0.0
0.55645,0.174,239.34,1.6,0.0,0.0,0.0
0.352,0.176,239.44,1.6,0.0,0.0,0.0
0.382,0.194,239.77,1.8,0.0,0.0,0.0
0.55135,0.278,239.43,2.0,0.0,0.0,0.0
0.428,0.282,240.12,2.0,0.0,0.0,0.0
0.55125,0.28,239.84,2.0,0.0,0.0,0.0
0.424,0.282,240.03,2.0,0.0,0.0,0.0
0.422,0.286,240.61,2.0,0.0,0.0,0.0
0.5512,0.284,240.43,2.0,0.0,0.0,0.0
0.55125,0.29,241.21,2.0,0.0,0.0,0.0
0.5513,0.29,241.33,2.0,0.0,0.0,0.0
0.394,0.268,242.36,2.0,0.0,0.0,0.0
0.55135,0.192,242.3,1.6,0.0,0.0,0.0
0.5524,0.19,241.9,1.6,0.0,0.0,0.0
0.34,0.188,241.76,1.6,0.0,0.0,0.0
0.55495,0.09,241.51,1.2,0.0,0.0,0.0
0.5549,0.056,242.28,1.2,0.0,0.0,0.0
0.254,0.054,242.01,1.2,0.0,0.0,0.0
0.252,0.052,241.21,1.2,0.0,0.0,0.0
0.25,0.05,240.77,1.0,0.0,0.0,0.0
0.244,0.048,240.18,1.0,0.0,0.0,0.0
0.244,0.05,240.76,1.0,0.0,0.0,0.0
0.246,0.05,241.01,1.0,0.0,0.0,0.0
0.246,0.052,241.56,1.0,0.0,0.0,0.0
0.248,0.054,241.84,1.0,0.0,0.0,0.0
0.5548,0.056,242.35,1.0,0.0,0.0,0.0
0.5548,0.058,242.74,1.0,0.0,0.0,0.0
0.55475,0.058,242.59,1.0,0.0,0.0,0.0
0.5547,0.054,241.9,1.0,0.0,0.0,0.0
0.55465,0.054,241.94,1.0,0.0,0.0,0.0
0.55465,0.058,242.75,1.2,0.0,0.0,0.0
0.55465,0.06,242.49,1.2,0.0,0.0,0.0
0.55455,0.06,242.69,1.2,0.0,0.0,0.0
0.25,0.06,242.51,1.2,0.0,0.0,0.0
0.25,0.062,242.87,1.2,0.0,0.0,0.0
0.55445,0.058,242.25,1.0,0.0,0.0,0.0
0.248,0.056,241.88,1.0,0.0,0.0,0.0
0.248,0.056,242.14,1.0,0.0,0.0,0.0
0.55455,0.052,241.32,1.0,0.0,0.0,0.0
